Quick Win Opportunities — 335 Posts,,,,,,,,,,,,,,,,
"Position ≤15 | Impressions >5,000 | CTR <2% — Improve title tags & meta descriptions for big click gains",,,,,,,,,6 - 7 Months Forecast,,,,,,,
URL,Topic,Clicks,Impressions,CTR (%),Avg Position,Rounded Position,Position Group,,Conservative,Moderate,Optimistic,,Position Group,Conservative,Moderate,Optimistic
https://www.veriheal.com/blog/truth-or-trash-study-finds-smoking-cannabis-may-make-you-age-faster/,Consumption & Gear,47,15283,0.31,9,9,8 to 11,,7,6,6,,,,,
https://www.veriheal.com/blog/songs-to-smoke-to-the-best-song-lyrics-about-weed/,Consumption & Gear,110,15175,0.72,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/blue-diesel-strain-review/,Strains,52,15119,0.34,9,9,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/what-are-ratio-strains/,Strains,79,14959,0.53,9,9,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/using-cannabis-to-help-treat-the-excruciating-symptoms-of-gout/#9444-section-0,Health & Conditions,28,14928,0.19,4,4,4 to 7,,3,3,2,,,,,
https://www.veriheal.com/blog/strains/migraines/#17340-section-2,Strains,2,14771,0.01,5,5,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/tramadol-and-cannabis-why-you-shouldnt-combine-the-two/,Other,83,14636,0.57,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/blunts-vs-joints/,Consumption & Gear,4,14378,0.03,11,11,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/is-it-safe-to-mix-weed-with-blood-thinners/#37601-section-0,Herbal Blends,14,14341,0.1,5,5,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/europe-medical-cannabis-market-shifts/,Health & Conditions,16,14221,0.11,11,11,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/thc-jd-what-is-it-and-how-is-it-different-from-delta-9-thc/,THC & Cannabinoids,65,14203,0.46,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/unexpected-celebrities-who-are-cannabis-advocates/,Pets,87,14187,0.61,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/is-it-safe-to-mix-weed-with-blood-thinners/#37601-section-1,Herbal Blends,6,13981,0.04,5,5,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/does-cannabis-impact-the-effectiveness-of-birth-control/,Effects & Experience,11,13901,0.08,12,12,12+,,9,8,7,,,,,
https://www.veriheal.com/blog/can-nurses-have-medical-marijuana-cards/,Health & Conditions,161,13887,1.16,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/the-significance-of-marijuana-in-shashamane-ethiopia/,Other,93,13718,0.68,7,7,4 to 7,,6,5,5,,,,,
https://www.veriheal.com/blog/dessert-strains-a-guide-to-the-sweetest-and-doughiest-hybrids/,Strains,102,13669,0.75,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/how-kevin-durant-ended-the-nbas-weed-ban/,Other,29,13577,0.21,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/strains/runtz-review/,Strains,24,13303,0.18,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/hemp-wick-what-is-it-and-how-to-use-it/,Other,171,13177,1.3,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/strains/migraines/#17340-section-0,Strains,5,13169,0.04,6,6,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/what-is-considered-high-thc-cannabis/,THC & Cannabinoids,19,12917,0.15,13,13,12+,,11,9,8,,,,,
https://www.veriheal.com/blog/gardening-penjamins-and-how-tiktok-censorship-is-changing-our-vocabulary/,Other,25,12741,0.2,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/how-many-people-are-still-in-prison-for-cannabis/,Other,121,12731,0.95,7,7,4 to 7,,7,6,5,,,,,
https://www.veriheal.com/blog/how-to-enjoy-the-benefits-of-cannabis-without-smoking/,Consumption & Gear,172,12719,1.35,10,10,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/how-to-decarb-wax-a-step-by-step-guide-for-edibles/#39722-section-1,Edibles & Recipes,2,12539,0.02,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/does-the-nhl-test-for-cannabis/,Other,99,12505,0.79,7,7,4 to 7,,6,5,5,,,,,
https://www.veriheal.com/blog/kendrick-lamar-lyrics-about-weed-and-what-they-mean/,Other,84,12371,0.68,8,8,8 to 11,,6,6,5,,,,,
https://www.veriheal.com/blog/should-i-disclose-cannabis-use-to-my-doctor/,Other,69,12330,0.56,7,7,4 to 7,,6,5,5,,,,,
https://www.veriheal.com/blog/whats-a-spliftie-meet-the-stoners-who-love-taylor-swift/,Other,48,12326,0.39,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/can-weed-make-you-dumb-what-science-says-about-your-brain/,Other,61,12312,0.5,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/cherry-cheesecake-strain-review-a-delectable-cannabis-delight/,Strains,63,12302,0.51,12,12,12+,,9,8,7,,,,,
https://www.veriheal.com/blog/making-cannabis-infused-sugar-and-salt-a-simple-guide/,Edibles & Recipes,203,12286,1.65,13,13,12+,,10,9,8,,,,,
https://www.veriheal.com/blog/cannabis-pre-rolls/#24178-section-0,Consumption & Gear,2,12222,0.02,7,7,4 to 7,,6,5,5,,,,,
https://www.veriheal.com/blog/what-does-a-medical-marijuana-card-look-like-a-visual-guide/,Health & Conditions,90,12213,0.74,7,7,4 to 7,,6,6,5,,,,,
https://www.veriheal.com/blog/strains/migraines/#17340-section-1,Strains,2,12045,0.02,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/appreciating-low-thc-strains/,Strains,36,11809,0.3,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/rosin-and-live-rosin-explained/#27406-section-0,Edibles & Recipes,2,11724,0.02,7,7,4 to 7,,6,5,5,,,,,
https://www.veriheal.com/blog/nose-vapes-what-are-they-and-should-you-avoid-them/,Consumption & Gear,66,11677,0.57,7,7,4 to 7,,6,6,5,,,,,
https://www.veriheal.com/blog/best-marijuana-strains-for-sleep/,Strains,48,11507,0.42,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/strains/thyroid-conditions/,Strains,90,11394,0.79,12,12,12+,,9,8,7,,,,,
https://www.veriheal.com/blog/8-ways-you-can-utilize-leftover-cannabis-trimmings/,Other,109,11171,0.98,12,12,12+,,10,9,7,,,,,
https://www.veriheal.com/blog/what-color-is-your-ash-signs-of-quality-cannabis/#20117-section-0,Other,3,11065,0.03,7,7,4 to 7,,6,6,5,,,,,
https://www.veriheal.com/blog/edibles/#4115-section-1,Edibles & Recipes,6,10968,0.05,4,4,4 to 7,,4,3,3,,,,,
https://www.veriheal.com/blog/edibles/#4115-section-0,Edibles & Recipes,5,10960,0.05,4,4,4 to 7,,4,3,3,,,,,
https://www.veriheal.com/blog/is-it-fair-that-federal-law-prohibits-medical-marijuana-users-from-gun-ownership/,Health & Conditions,28,10795,0.26,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/strains/productivity/#20961-section-0,Strains,2,10790,0.02,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/can-patients-use-medical-cannabis-to-treat-herpes/,Health & Conditions,147,10728,1.37,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/edibles/ediblocked-cant-get-high-edibles/#15857-section-1,Edibles & Recipes,3,10683,0.03,5,5,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/what-happened-haribo-a-deep-dive-into-the-haribo-recall/,Other,84,10592,0.79,5,5,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/drug-use-in-baseball-from-doping-to-now/,Other,63,10473,0.6,11,11,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/green-crack-strain/#35726-section-3,Strains,2,10336,0.02,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/hhc-vs-thc-what-are-the-differences/,THC & Cannabinoids,2,10121,0.02,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/guide-to-your-rights-are-you-allowed-to-smoke-in-your-apartment-if-you-have-a-med-card/,Legal & Policy,65,10041,0.65,9,9,8 to 11,,7,6,6,,,,,
https://www.veriheal.com/blog/edibles/#4115-section-2,Edibles & Recipes,3,9977,0.03,4,4,4 to 7,,4,3,3,,,,,
https://www.veriheal.com/blog/did-elvis-use-cannabis/,Other,52,9947,0.52,9,9,8 to 11,,7,7,6,,,,,
https://www.veriheal.com/blog/serotonin-syndrome-unmasked-can-cannabis-and-psychedelics-trigger-this-mysterious-condition/,Health & Conditions,19,9740,0.2,13,13,12+,,10,9,8,,,,,
https://www.veriheal.com/blog/cannabis-lucid-dreaming-thc-effect/,THC & Cannabinoids,45,9583,0.47,7,7,4 to 7,,6,6,5,,,,,
https://www.veriheal.com/blog/terpenes/synthetic-vs-botanical/,THC & Cannabinoids,10,9574,0.1,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/which-states-offer-medical-cannabis-for-mental-health-conditions/,Health & Conditions,22,9432,0.23,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/rose-petals-and-cannabis-a-charming-match-for-romantic-rollers/,Consumption & Gear,57,9379,0.61,9,9,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/how-targeting-the-endocannabinoid-system-can-help-treat-borderline-personality-disorder/,THC & Cannabinoids,96,9346,1.03,10,10,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/strains/anxiety-provoking/,Strains,54,9278,0.58,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/our-favorite-cannabis-related-phone-apps/,Other,50,9269,0.54,12,12,12+,,10,8,7,,,,,
https://www.veriheal.com/blog/edibles/11-hydroxy-thc/#6381-section-0,Edibles & Recipes,3,9194,0.03,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/how-to-stop-munchies-after-getting-high/,Effects & Experience,15,9150,0.16,14,14,12+,,11,9,8,,,,,
https://www.veriheal.com/blog/cruises-and-cannabis-can-you-take-medical-marijuana-on-a-cruise/#38204-section-0,Health & Conditions,3,9135,0.03,9,9,8 to 11,,7,6,6,,,,,
https://www.veriheal.com/blog/cruises-and-cannabis-can-you-take-medical-marijuana-on-a-cruise/#38204-section-1,Health & Conditions,5,9128,0.05,9,9,8 to 11,,7,6,6,,,,,
https://www.veriheal.com/blog/how-do-weed-strains-change-over-time-examining-phenotypes/,Strains,6,8918,0.07,10,10,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/growers-guide-to-super-cropping-cannabis/,Growing,5,8877,0.06,9,9,8 to 11,,7,7,6,,,,,
https://www.veriheal.com/blog/cereal-milk-strain-information-and-effects/,Strains,25,8809,0.28,13,13,12+,,11,9,8,,,,,
https://www.veriheal.com/blog/10-habits-more-addictive-than-cannabis/,Other,47,8773,0.54,9,9,8 to 11,,7,6,6,,,,,
https://www.veriheal.com/blog/freeze-drying-vs-cold-curing-cannabis-revolutionizing-drying-methods/,Other,76,8755,0.87,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/the-colors-of-cannabis-extracts-arent-always-clear-color-remediation-explained/,Edibles & Recipes,55,8732,0.63,7,7,4 to 7,,6,5,5,,,,,
https://www.veriheal.com/blog/how-to-make-cannabis-infused-lollipops/#24674-section-0,Edibles & Recipes,11,8694,0.13,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/is-medical-cannabis-a-match-to-anticonvulsant-medications-like-gabapentin/,Health & Conditions,117,8649,1.35,11,11,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/how-to-make-cannabis-infused-lollipops/#24674-section-1,Edibles & Recipes,5,8597,0.06,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/how-cannabis-can-help-patients-with-wasting-syndrome/,Other,2,8554,0.02,2,2,1 to 3,,2,2,2,,,,,
https://www.veriheal.com/blog/a-guide-to-cannabis-measurements-and-weights/#18953-section-0,Other,4,8465,0.05,7,7,4 to 7,,7,6,5,,,,,
https://www.veriheal.com/blog/what-are-schedule-1-drugs/,Other,4,8389,0.05,8,8,8 to 11,,6,6,5,,,,,
https://www.veriheal.com/blog/a-guide-to-cannabis-measurements-and-weights/#18953-section-1,Other,2,8283,0.02,7,7,4 to 7,,7,6,5,,,,,
https://www.veriheal.com/blog/why-does-the-us-government-have-a-patent-on-cannabis/,Other,102,8103,1.26,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/is-weed-legal-in-alabama/,Legal & Policy,26,8080,0.32,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/edibles/11-hydroxy-thc/#6381-section-1,Edibles & Recipes,2,8023,0.02,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/how-to-make-reclaim-edibles/#34716-section-0,Edibles & Recipes,5,8011,0.06,4,4,4 to 7,,4,3,3,,,,,
https://www.veriheal.com/blog/is-it-safe-to-mix-melatonin-and-weed/,Drug Interactions,11,7973,0.14,14,14,12+,,11,9,8,,,,,
https://www.veriheal.com/blog/how-to-make-reclaim-edibles/#34716-section-1,Edibles & Recipes,2,7932,0.03,4,4,4 to 7,,4,3,3,,,,,
https://www.veriheal.com/blog/is-there-a-future-for-cannabis-cat-cafes/,Pets,28,7874,0.36,6,6,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/5-plants-besides-cannabis-that-produce-cannabinoids/,THC & Cannabinoids,96,7766,1.24,8,8,8 to 11,,6,6,5,,,,,
https://www.veriheal.com/blog/telemedicine-for-medical-cannabis-legal-in-your-state/,Health & Conditions,28,7696,0.36,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/tips-on-how-to-soothe-the-nervous-system-with-cannabis/,Other,66,7687,0.86,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/medical-marijuana-card-state-by-state-updates-laws/,Health & Conditions,18,7614,0.24,7,7,4 to 7,,7,6,5,,,,,
https://www.veriheal.com/blog/does-cannabis-affect-our-speech-a-new-study-weighs-in/#17900-section-2,News & Research,3,7579,0.04,4,4,4 to 7,,4,3,3,,,,,
https://www.veriheal.com/blog/blood-urine-and-saliva-arent-the-only-bodily-fluids-that-retain-thc/,THC & Cannabinoids,16,7578,0.21,3,3,1 to 3,,3,3,3,,,,,
https://www.veriheal.com/blog/black-mamba-vs-other-indica-strains/,Strains,24,7554,0.32,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/everything-you-need-to-know-about-honeycomb/,Other,135,7495,1.8,8,8,8 to 11,,6,6,5,,,,,
https://www.veriheal.com/blog/roaring-twenties-cannabis-culture-jazz-cigarettes-and-tea-pads/,Other,112,7412,1.51,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/hemp-cigarettes/,Other,31,7395,0.42,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/a-beginners-glossary-of-dab-slang-and-terminology/,Consumption & Gear,70,7376,0.95,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/dab-diy-a-guide-to-making-cannabis-concentrate-at-home/,Edibles & Recipes,70,7187,0.97,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/can-drug-tests-detect-psychedelics/,Drug Testing,39,7134,0.55,5,5,4 to 7,,4,4,3,,,,,
https://www.veriheal.com/blog/green-dragon-closing-after-15-years/,Other,130,7106,1.83,5,5,4 to 7,,4,4,3,,,,,
https://www.veriheal.com/blog/cannabis-adventures-thrilling-activities-to-do-while-stoned/,Other,128,7101,1.8,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/cannabis-aging-benefits-longevity/,Other,54,6997,0.77,9,9,8 to 11,,7,7,6,,,,,
https://www.veriheal.com/blog/cannabis-for-eye-conditions/,Health & Conditions,80,6972,1.15,14,14,12+,,12,10,9,,,,,
https://www.veriheal.com/blog/strains/without-munchies/,Strains,20,6913,0.29,5,5,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/exploring-7-legendary-cannabis-strains/,Strains,63,6893,0.91,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/traveling-with-medical-marijuana-card/,Health & Conditions,29,6754,0.43,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/a-look-back-at-anti-cannabis-propaganda-through-time/,Other,106,6747,1.57,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/can-you-smoke-shrooms/,Consumption & Gear,11,6721,0.16,14,14,12+,,11,9,8,,,,,
https://www.veriheal.com/blog/cannabinoid-boiling-points-a-guide-to-optimal-vaporizer-temperatures/,THC & Cannabinoids,38,6717,0.57,9,9,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/benefits-of-a-medical-marijuana-card/,Health & Conditions,29,6704,0.43,12,12,12+,,10,8,7,,,,,
https://www.veriheal.com/blog/history-lesson-how-was-weed-used-in-egyptian-culture/,Other,30,6681,0.45,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/what-are-the-risks-of-combining-cannabis-and-hydroxyzine/,Other,26,6671,0.39,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/14-countries-with-the-deadliest-cannabis-laws/,Legal & Policy,128,6623,1.93,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/will-cannabis-products-lose-potency-or-expire-over-time/,Effects & Experience,9,6575,0.14,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/how-our-founding-fathers-used-cannabis-in-colonial-america/,Other,12,6570,0.18,9,9,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/a-study-confirms-that-the-roots-of-cannabis-originate-in-china/,Health & Conditions,6,6543,0.09,3,3,1 to 3,,3,3,2,,,,,
https://www.veriheal.com/blog/the-best-herbs-to-mix-with-cannabis/#37217-section-2,Herbal Blends,3,6496,0.05,7,7,4 to 7,,7,6,5,,,,,
https://www.veriheal.com/blog/a-comprehensive-guide-to-combining-cannabis-with-the-most-common-pharmaceuticals/,Other,14,6495,0.22,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/are-you-able-to-donate-blood-if-you-are-a-regular-cannabis-consumer/,Other,15,6487,0.23,10,10,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/what-is-the-most-efficient-way-to-smoke-weed-and-not-break-the-bank/,Consumption & Gear,39,6486,0.6,6,6,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/beware-of-fake-cannabis-products-and-knockoffs-both-on-and-off-market/,News & Research,17,6485,0.26,3,3,1 to 3,,3,3,2,,,,,
https://www.veriheal.com/blog/the-cia-lsd-how-mk-ultra-created-the-counterculture-and-changed-the-world/,Other,60,6196,0.97,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/cannabis-for-gut-health-ecs-microbiome-digestion/,Other,18,6190,0.29,11,11,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/understanding-thc-x-from-basics-to-pro-level-tips/,THC & Cannabinoids,20,6125,0.33,7,7,4 to 7,,6,5,5,,,,,
https://www.veriheal.com/blog/connecting-with-the-holy-herb-cannabis-in-rastafari-culture/,Herbal Blends,9,6095,0.15,13,13,12+,,10,9,8,,,,,
https://www.veriheal.com/blog/banana-hammock-strain-information-and-effects/,Strains,24,6010,0.4,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/jared-shaw-could-face-the-death-penalty-for-edibles-in-indonesia/,Edibles & Recipes,14,5993,0.23,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/male-cannabis-plant-benefits/,Growing,29,5914,0.49,12,12,12+,,9,8,7,,,,,
https://www.veriheal.com/blog/can-cannabis-make-you-aggressive/,Other,4,5877,0.07,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/is-it-safe-to-combine-weed-and-ambien/,Other,62,5873,1.06,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/cannabis-and-thermoregulation-surprising-ways-to-use-cannabis-for-heat-relief/,Legal & Policy,16,5857,0.27,7,7,4 to 7,,6,6,5,,,,,
https://www.veriheal.com/blog/the-best-cannabis-strains-for-menstrual-pain/,Strains,50,5828,0.86,10,10,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/our-favorite-television-episodes-about-cannabis/,Other,106,5712,1.86,9,9,8 to 11,,7,6,6,,,,,
https://www.veriheal.com/blog/rehydrate-dry-cannabis-with-these-four-expert-tips/,Other,34,5656,0.6,12,12,12+,,10,9,7,,,,,
https://www.veriheal.com/blog/protecting-your-privacy-hipaa-and-medical-cannabis/,Health & Conditions,31,5565,0.56,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/what-is-crumble-wax-everything-you-need-to-know/#35811-section-2,Edibles & Recipes,2,5515,0.04,9,9,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/cannabis-in-ancient-rituals-unearthing-cultural-and-spiritual-uses-of-the-plant/,Growing,25,5514,0.45,10,10,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/should-you-tell-your-employer-about-your-medical-card/,Health & Conditions,23,5478,0.42,4,4,4 to 7,,3,3,3,,,,,
https://www.veriheal.com/blog/is-it-safe-to-mix-cymbalta-and-weed/#37332-section-2,Herbal Blends,2,5469,0.04,6,6,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/everything-you-need-to-know-about-cbdthc-ratios/#27754-section-0,CBD,3,5454,0.06,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/identify-a-counterfeit-thc-vape-cartridge-using-these-failproof-methods/,THC & Cannabinoids,23,5415,0.42,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/everything-you-need-to-know-about-cbdthc-ratios/#27754-section-2,CBD,2,5403,0.04,6,6,4 to 7,,5,5,4,,,,,
https://www.veriheal.com/blog/ricky-williams-from-nfl-icon-to-cannabis-advocate-curator-of-highsman/,Health & Conditions,29,5370,0.54,8,8,8 to 11,,7,6,5,,,,,
https://www.veriheal.com/blog/medical-vs-recreational-cannabis-taxes-explained/,Health & Conditions,16,5327,0.3,11,11,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/cannabis-caviar-elevates-concentrates-when-green-goes-gourmet/,Edibles & Recipes,4,5237,0.08,10,10,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/can-dirty-bong-water-make-you-sick/#13122-section-1,Consumption & Gear,3,5198,0.06,5,5,4 to 7,,5,4,4,,,,,
https://www.veriheal.com/blog/the-health-benefits-of-cannabis-leaves-and-how-to-enjoy-them/#37824-section-1,Health & Conditions,3,5194,0.06,9,9,8 to 11,,7,7,6,,,,,
https://www.veriheal.com/blog/can-you-freeze-weed/,Other,9,5168,0.17,11,11,8 to 11,,9,8,7,,,,,
https://www.veriheal.com/blog/can-truck-drivers-use-medical-cannabis/,Health & Conditions,20,5154,0.39,9,9,8 to 11,,8,7,6,,,,,
https://www.veriheal.com/blog/high-times-magazine-eulogy/,Effects & Experience,13,5153,0.25,14,14,12+,,11,10,8,,,,,
https://www.veriheal.com/blog/frenchy-cannoli-a-master-hashishin-who-left-the-world-a-better-place/,Other,26,5143,0.51,9,9,8 to 11,,7,6,6,,,,,
https://www.veriheal.com/blog/can-should-you-combine-xanax-alprazolam-and-cannabis/,Drug Interactions,36,5123,0.7,13,13,12+,,10,9,8,,,,,
https://www.veriheal.com/blog/how-to-get-your-medical-marijuana-card-online-a-complete-step-by-step-guide/,Health & Conditions,29,5061,0.57,12,12,12+,,10,8,7,,,,,
https://www.veriheal.com/blog/5-ways-to-stretch-and-save-your-stash-amid-of-a-shortage/,Other,85,5031,1.69,6,6,4 to 7,,6,5,4,,,,,
https://www.veriheal.com/blog/can-you-microwave-cannabis-edibles-the-truth-behind-the-tiktok-gummy-trend-and-better-alternatives/#40786-section-0,Edibles & Recipes,2,5024,0.04,5,5,4 to 7,,5,4,4,,,,,
